ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1561,25-34,F,Masters degree,UK,Asian,43,41,39,37,49,1,3,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1562,35-44,F,University degree,UK,White,42,28,42,45,41,2,0,CL1,CL1,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1563,45-54,F,Left school before 16 years,UK,White,38,38,35,39,40,3,4,CL1,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1564,35-44,M,Professional certificate/ diploma,UK,White,43,28,38,42,32,6,6,CL4,CL2,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL3,CL0,CL1,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1565,35-44,F,University degree,UK,White,35,51,25,38,56,1,1,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1566,45-54,F,Professional certificate/ diploma,UK,White,31,38,34,52,54,2,4,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1567,35-44,F,Professional certificate/ diploma,UK,White,44,45,46,51,44,1,2,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1568,45-54,F,Professional certificate/ diploma,UK,White,57,19,42,37,36,2,1,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1569,35-44,M,Masters degree,UK,White,22,45,54,54,42,4,5,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1570,25-34,M,University degree,UK,White,35,43,36,38,40,1,3,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1571,25-34,F,Masters degree,UK,White,26,48,41,42,42,6,3,CL5,CL0,CL3,CL0,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1572,45-54,M,Professional certificate/ diploma,UK,White,28,37,44,54,47,2,4,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1573,18-24,F,"Some college or university, no certificate or degree",UK,White,30,38,38,47,46,2,1,CL3,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1574,25-34,F,Masters degree,UK,White,39,40,42,47,45,4,8,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1575,45-54,F,Professional certificate/ diploma,UK,White,46,42,50,53,38,6,3,CL3,CL0,CL0,CL3,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1576,35-44,F,University degree,UK,White,35,46,36,49,52,1,0,CL3,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1577,35-44,F,"Some college or university, no certificate or degree",UK,White,33,41,31,40,45,1,4,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1578,25-34,F,Masters degree,UK,White,33,45,40,52,48,4,3,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1579,45-54,F,University degree,UK,White,26,39,36,40,46,1,3,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1580,45-54,F,Masters degree,UK,White,40,37,55,51,47,3,4,CL4,CL0,CL0,CL2,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1581,35-44,F,Left school at 16 years,UK,White,31,41,41,51,46,1,4,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1582,45-54,F,Professional certificate/ diploma,UK,White,42,28,27,37,43,1,0,CL5,CL0,CL0,CL2,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1583,35-44,F,Masters degree,UK,White,33,39,35,46,51,3,3,CL4,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1584,35-44,M,Professional certificate/ diploma,UK,White,39,30,44,48,43,2,3,CL6,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1585,35-44,F,Masters degree,UK,White,43,54,45,54,43,4,8,CL5,CL0,CL0,CL0,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1586,25-34,F,University degree,UK,White,37,47,45,42,46,6,7,CL6,CL1,CL2,CL3,CL6,CL2,CL6,CL4,CL2,CL3,CL0,CL1,CL3,CL0,CL0,CL2,CL3,CL0,CL0
1587,35-44,F,University degree,UK,White,36,39,52,41,46,4,3,CL5,CL1,CL1,CL3,CL6,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL1,CL1,CL1,CL0,CL0
1588,35-44,F,Professional certificate/ diploma,UK,White,32,45,32,39,45,3,5,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1589,35-44,M,Left school at 16 years,UK,White,24,53,40,39,43,3,5,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1590,35-44,M,Professional certificate/ diploma,UK,White,19,49,44,45,48,5,6,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1591,35-44,F,University degree,UK,White,44,35,38,52,49,3,7,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1592,45-54,F,Professional certificate/ diploma,UK,White,19,45,37,58,49,1,0,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1593,45-54,F,University degree,UK,White,28,52,41,50,45,6,10,CL5,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
1594,35-44,F,Doctorate degree,UK,White,36,45,46,43,41,3,4,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1595,25-34,F,University degree,UK,White,33,47,41,42,45,2,3,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1596,25-34,F,University degree,UK,White,30,51,52,43,40,7,8,CL5,CL0,CL1,CL0,CL5,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1597,55-64,F,"Some college or university, no certificate or degree",UK,White,35,44,45,46,45,3,1,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1598,35-44,F,University degree,UK,White,29,42,37,47,43,2,3,CL5,CL0,CL1,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1599,25-34,F,Masters degree,UK,White,28,48,31,44,47,2,3,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1600,25-34,F,Professional certificate/ diploma,UK,White,25,47,34,45,42,2,3,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1601,25-34,F,Professional certificate/ diploma,UK,White,29,46,36,42,46,4,5,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1602,25-34,M,Masters degree,UK,White,37,44,45,37,52,2,1,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1603,55-64,F,Masters degree,UK,White,39,43,53,41,36,5,8,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1604,25-34,F,University degree,UK,White,35,56,57,49,34,8,9,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1605,45-54,M,Left school at 16 years,UK,White,32,52,44,48,50,1,3,CL5,CL0,CL2,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1606,25-34,F,University degree,UK,Asian,33,53,28,37,41,7,5,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1607,35-44,F,Professional certificate/ diploma,UK,White,22,49,47,46,46,2,2,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
1608,35-44,F,Masters degree,UK,White,28,42,44,42,49,3,5,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1609,25-34,M,"Some college or university, no certificate or degree",USA,White,33,31,59,37,37,7,8,CL3,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL3,CL5,CL2,CL0,CL6,CL3,CL2,CL3,CL6,CL0,CL1
1610,25-34,F,University degree,UK,White,34,31,32,49,47,2,0,CL4,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1611,45-54,F,University degree,UK,White,38,44,37,48,38,1,0,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1612,25-34,F,University degree,UK,White,32,37,34,50,48,1,1,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1613,35-44,F,University degree,UK,Mixed-White/Black,37,48,37,46,42,3,5,CL5,CL1,CL1,CL3,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1
1614,25-34,M,"Some college or university, no certificate or degree",UK,White,15,54,46,28,46,6,9,CL4,CL1,CL2,CL0,CL6,CL1,CL6,CL3,CL0,CL4,CL0,CL0,CL3,CL1,CL0,CL2,CL0,CL0,CL1
1615,35-44,F,Doctorate degree,UK,White,25,43,54,50,57,3,6,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1616,55-64,M,Professional certificate/ diploma,UK,White,42,28,33,48,39,4,5,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1617,25-34,M,Masters degree,UK,White,41,40,50,47,40,6,10,CL5,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL1,CL3,CL0,CL0
1618,45-54,M,Professional certificate/ diploma,UK,White,39,41,36,47,46,5,4,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1619,25-34,M,"Some college or university, no certificate or degree",USA,White,39,38,53,41,34,6,10,CL5,CL4,CL0,CL5,CL6,CL6,CL4,CL3,CL1,CL2,CL3,CL1,CL2,CL3,CL4,CL3,CL6,CL0,CL0
1620,45-54,M,Professional certificate/ diploma,UK,White,37,40,41,39,47,3,7,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1621,25-34,M,University degree,UK,Black,49,38,37,41,40,4,4,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1622,35-44,M,Professional certificate/ diploma,UK,White,22,39,48,46,49,4,5,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1623,35-44,M,University degree,UK,White,41,34,35,47,34,4,2,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1624,45-54,M,Masters degree,UK,White,37,35,43,38,40,2,3,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1625,35-44,M,"Some college or university, no certificate or degree",UK,White,28,43,44,44,43,3,6,CL5,CL1,CL2,CL3,CL6,CL3,CL5,CL2,CL1,CL2,CL0,CL2,CL0,CL1,CL2,CL2,CL2,CL0,CL0
1626,35-44,F,Professional certificate/ diploma,UK,White,28,42,35,48,47,1,2,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1627,25-34,F,Professional certificate/ diploma,UK,White,23,44,34,47,46,1,2,CL5,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1628,25-34,F,Masters degree,UK,White,20,48,35,42,51,1,0,CL4,CL1,CL0,CL3,CL6,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1629,25-34,F,Masters degree,UK,White,42,40,44,48,42,1,4,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1630,45-54,F,Professional certificate/ diploma,UK,White,37,39,38,45,46,5,4,CL2,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0
1631,35-44,F,University degree,UK,White,34,43,52,36,33,4,7,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1632,35-44,F,Professional certificate/ diploma,UK,White,18,43,43,58,49,2,3,CL5,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1633,35-44,M,Professional certificate/ diploma,Canada,White,51,41,41,43,53,7,10,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1634,45-54,F,Professional certificate/ diploma,UK,Black,32,42,38,41,45,6,7,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1635,18-24,F,Left school at 18 years,UK,White,36,29,35,43,42,1,0,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1636,55-64,M,Left school before 16 years,UK,White,23,40,32,46,46,2,4,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1637,45-54,F,Professional certificate/ diploma,UK,White,36,44,32,36,42,2,2,CL4,CL0,CL1,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1638,18-24,M,"Some college or university, no certificate or degree",USA,White,53,30,45,28,33,6,9,CL5,CL6,CL0,CL0,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL4,CL0,CL0,CL5,CL0,CL5
1639,45-54,F,Left school at 16 years,UK,White,38,36,39,45,45,2,4,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1640,45-54,F,Professional certificate/ diploma,UK,White,35,41,37,42,40,4,2,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1641,35-44,F,Professional certificate/ diploma,UK,White,39,44,40,47,43,5,6,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1642,45-54,F,Professional certificate/ diploma,UK,White,46,40,43,49,48,4,3,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1643,25-34,F,Masters degree,UK,White,21,43,34,41,49,1,3,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1644,45-54,F,Professional certificate/ diploma,UK,White,36,34,44,46,41,2,3,CL3,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1645,25-34,F,Masters degree,UK,White,29,39,39,48,44,3,5,CL3,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1646,45-54,M,Left school at 16 years,UK,White,36,47,42,43,41,3,4,CL5,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1647,35-44,M,Professional certificate/ diploma,UK,White,36,32,45,49,46,1,1,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1648,35-44,M,Professional certificate/ diploma,UK,White,44,34,40,46,39,4,7,CL5,CL0,CL3,CL2,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL1,CL1,CL0,CL0
1649,25-34,F,Masters degree,UK,White,29,43,43,48,51,3,4,CL4,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1650,25-34,F,University degree,UK,White,34,38,38,41,51,2,5,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1651,25-34,F,University degree,UK,White,36,50,54,51,46,7,7,CL5,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0
1652,55-64,M,"Some college or university, no certificate or degree",USA,White,21,30,38,28,39,2,8,CL4,CL1,CL1,CL1,CL6,CL2,CL4,CL1,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
1653,18-24,M,University degree,USA,White,38,30,46,40,32,4,2,CL5,CL0,CL0,CL4,CL5,CL6,CL5,CL3,CL0,CL0,CL6,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL3
1654,25-34,F,Doctorate degree,UK,White,28,46,42,54,51,2,6,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1655,55-64,M,Left school at 16 years,UK,White,39,38,39,24,45,3,2,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1656,35-44,F,University degree,UK,White,28,47,31,48,48,2,1,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
1657,18-24,F,University degree,UK,White,52,30,39,39,43,1,7,CL4,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1658,25-34,M,"Some college or university, no certificate or degree",Canada,White,21,41,42,40,48,3,6,CL3,CL3,CL0,CL3,CL5,CL3,CL5,CL3,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0
1659,18-24,M,Professional certificate/ diploma,UK,White,34,45,59,46,42,7,9,CL4,CL2,CL0,CL0,CL6,CL3,CL3,CL2,CL0,CL3,CL0,CL6,CL3,CL3,CL0,CL2,CL6,CL0,CL0
1660,45-54,F,University degree,UK,White,18,44,46,44,45,1,3,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1661,35-44,F,Professional certificate/ diploma,UK,White,51,41,58,30,30,8,10,CL3,CL5,CL2,CL3,CL5,CL3,CL6,CL4,CL2,CL3,CL2,CL2,CL2,CL2,CL6,CL3,CL6,CL0,CL0
1662,18-24,F,Left school before 16 years,UK,White,29,39,42,53,40,2,7,CL2,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
1663,25-34,M,Professional certificate/ diploma,Other,White,29,47,44,46,41,6,8,CL5,CL2,CL2,CL3,CL6,CL6,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL0
1664,25-34,F,"Some college or university, no certificate or degree",UK,White,26,40,42,46,36,4,7,CL4,CL3,CL2,CL0,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL2,CL4,CL0,CL0,CL2,CL4,CL0,CL0
1665,25-34,F,Doctorate degree,UK,White,36,43,47,48,41,8,9,CL5,CL2,CL2,CL4,CL6,CL2,CL6,CL3,CL2,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
1666,25-34,F,University degree,UK,White,30,43,39,55,48,4,5,CL5,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1667,18-24,M,"Some college or university, no certificate or degree",UK,White,36,46,56,39,43,8,9,CL4,CL3,CL0,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL3,CL0,CL3,CL0,CL2
1668,25-34,F,Doctorate degree,Australia,White,37,37,33,43,48,1,1,CL3,CL0,CL0,CL2,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
1669,35-44,M,Professional certificate/ diploma,UK,White,42,31,38,37,45,4,7,CL3,CL1,CL1,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL1,CL6,CL0,CL0
1670,35-44,F,University degree,Australia,White,25,36,39,46,48,6,8,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1671,45-54,M,University degree,UK,White,42,34,31,36,43,2,3,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1672,55-64,M,University degree,UK,White,42,37,54,49,32,2,5,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1673,25-34,F,University degree,UK,White,30,41,40,48,32,3,6,CL3,CL0,CL2,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL0
1674,25-34,M,Professional certificate/ diploma,Republic of Ireland,White,26,43,52,46,47,2,5,CL3,CL3,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL3,CL0,CL2,CL4,CL0,CL0
1675,45-54,M,Professional certificate/ diploma,UK,White,31,41,34,41,55,2,2,CL5,CL0,CL0,CL2,CL2,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1676,35-44,M,Professional certificate/ diploma,UK,White,28,47,29,41,38,3,2,CL5,CL0,CL1,CL4,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1677,25-34,F,University degree,UK,White,56,23,37,50,37,1,3,CL3,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0
1678,18-24,F,"Some college or university, no certificate or degree",USA,White,49,40,44,48,40,4,5,CL5,CL0,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL6,CL0,CL0,CL2,CL4,CL0,CL3,CL6,CL0,CL0
1679,45-54,F,Professional certificate/ diploma,UK,White,33,45,32,51,49,2,1,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1680,18-24,F,University degree,UK,White,37,44,44,20,52,4,7,CL3,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1681,18-24,F,University degree,UK,White,35,48,39,46,45,2,4,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1682,45-54,F,"Some college or university, no certificate or degree",UK,White,33,50,38,51,46,2,3,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
